6324,,20181029,1500,14500,2963
6324,,20181029,1459,400,2963
6324,,20181029,1459,300,2963
6324,,20181029,1459,100,2969
6324,,20181029,1459,100,2963
6324,,20181029,1459,100,2963
6324,,20181029,1459,300,2968
6324,,20181029,1459,100,2968
6324,,20181029,1459,100,2964
6324,,20181029,1459,100,2964
6324,,20181029,1459,100,2969
6324,,20181029,1459,100,2964
6324,,20181029,1459,100,2964
6324,,20181029,1459,100,2970
6324,,20181029,1459,100,2970
6324,,20181029,1459,100,2967
6324,,20181029,1459,200,2967
6324,,20181029,1459,300,2967
6324,,20181029,1458,100,2967
6324,,20181029,1458,100,2964
6324,,20181029,1458,300,2965
6324,,20181029,1458,100,2967
6324,,20181029,1458,100,2965
6324,,20181029,1458,100,2967
6324,,20181029,1458,500,2966
6324,,20181029,1458,100,2966
6324,,20181029,1458,100,2966
6324,,20181029,1458,100,2966
6324,,20181029,1458,100,2962
6324,,20181029,1457,200,2965
6324,,20181029,1457,200,2963
6324,,20181029,1457,100,2965
6324,,20181029,1457,100,2965
6324,,20181029,1457,200,2963
6324,,20181029,1456,400,2964
6324,,20181029,1456,100,2965
6324,,20181029,1456,200,2964
6324,,20181029,1456,200,2968
6324,,20181029,1456,100,2968
6324,,20181029,1456,100,2969
6324,,20181029,1456,700,2963
6324,,20181029,1455,100,2966
6324,,20181029,1455,300,2963
6324,,20181029,1455,100,2958
6324,,20181029,1455,100,2957
6324,,20181029,1455,200,2957
6324,,20181029,1455,100,2957
6324,,20181029,1455,100,2955
6324,,20181029,1455,100,2955
6324,,20181029,1455,100,2954
6324,,20181029,1455,700,2954
6324,,20181029,1455,300,2953
6324,,20181029,1455,100,2954
6324,,20181029,1455,400,2950
6324,,20181029,1455,100,2950
6324,,20181029,1455,100,2952
6324,,20181029,1455,100,2951
6324,,20181029,1455,100,2948
6324,,20181029,1455,500,2947
6324,,20181029,1455,500,2947
6324,,20181029,1455,200,2947
6324,,20181029,1455,100,2947
6324,,20181029,1455,100,2947
6324,,20181029,1455,100,2947
6324,,20181029,1455,100,2947
6324,,20181029,1455,100,2947
6324,,20181029,1454,100,2947
6324,,20181029,1454,200,2946
6324,,20181029,1454,300,2946
6324,,20181029,1454,100,2946
6324,,20181029,1454,100,2946
6324,,20181029,1454,100,2949
6324,,20181029,1454,200,2947
6324,,20181029,1454,300,2947
6324,,20181029,1454,500,2947
6324,,20181029,1453,100,2949
6324,,20181029,1453,100,2949
6324,,20181029,1453,200,2949
6324,,20181029,1453,200,2950
6324,,20181029,1453,500,2949
6324,,20181029,1453,100,2949
6324,,20181029,1453,200,2947
6324,,20181029,1452,100,2946
6324,,20181029,1452,300,2947
6324,,20181029,1452,1700,2946
6324,,20181029,1452,200,2945
6324,,20181029,1452,100,2944
6324,,20181029,1452,100,2946
6324,,20181029,1452,100,2943
6324,,20181029,1452,100,2944
6324,,20181029,1452,200,2946
6324,,20181029,1452,1100,2946
6324,,20181029,1452,200,2944
6324,,20181029,1451,100,2946
6324,,20181029,1451,100,2946
6324,,20181029,1451,100,2946
6324,,20181029,1451,100,2948
6324,,20181029,1451,400,2948
6324,,20181029,1451,600,2948
6324,,20181029,1451,100,2946
6324,,20181029,1451,100,2948
6324,,20181029,1451,100,2948
6324,,20181029,1451,800,2949
6324,,20181029,1451,700,2949
6324,,20181029,1451,100,2946
6324,,20181029,1451,100,2946
6324,,20181029,1450,500,2948
6324,,20181029,1450,600,2948
6324,,20181029,1450,100,2947
6324,,20181029,1450,100,2948
6324,,20181029,1450,100,2948
6324,,20181029,1450,200,2949
6324,,20181029,1450,100,2950
6324,,20181029,1450,200,2949
6324,,20181029,1450,100,2949
6324,,20181029,1450,200,2951
6324,,20181029,1450,200,2951
6324,,20181029,1450,200,2950
6324,,20181029,1450,100,2951
6324,,20181029,1450,100,2954
